Date,Date,Organic_Traffic,Unique_Visits,First_Time_Visits,Returning_Visits,Impressions,CTR,Avg_Position,Bounce_Rate,Day_of_Week,Is_Weekend,Month,Traffic_Lag7,Traffic_Lag14,Rolling_Mean_7,Rolling_Std_7,Algorithm_Flag
2017-05-19,2017-05-19,3456,2470,1938,532,2569,0.0501,6.7,0.3548,4,0,5,3563.0,3836.0,3825.4285714285716,888.983662606331,0
2017-05-20,2017-05-20,2162,1651,1332,319,1264,0.0278,14.6,0.3749,5,1,5,2401.0,2737.0,3810.1428571428573,895.1466227331089,0
2017-05-21,2017-05-21,2786,1971,1597,374,1664,0.0241,14.3,0.389,6,1,5,2877.0,3386.0,3776.0,960.0569427556617,0
2017-05-22,2017-05-22,4172,3041,2403,638,2798,0.0298,12.4,0.3382,0,0,5,4448.0,4816.0,3763.0,974.7625351848595,0
2017-05-23,2017-05-23,4255,3077,2457,620,2537,0.0381,8.1,0.3474,1,0,5,4525.0,4734.0,3723.5714285714284,947.6414330928658,0
2017-05-24,2017-05-24,4154,2996,2400,596,3168,0.0336,11.0,0.3475,2,0,5,4533.0,4761.0,3685.0,914.4998633132839,0
2017-05-25,2017-05-25,3803,2839,2263,576,2457,0.0329,11.3,0.3397,3,0,5,4431.0,4277.0,3630.8571428571427,865.8518788975924,0
2017-05-26,2017-05-26,2950,2183,1720,463,892,0.0474,8.3,0.4253,4,0,5,3456.0,3563.0,3541.1428571428573,799.0891540938917,0
2017-05-27,2017-05-27,1909,1444,1155,289,1234,0.0245,17.0,0.4058,5,1,5,2162.0,2401.0,3468.8571428571427,830.3498115395853,0
2017-05-28,2017-05-28,2506,1781,1399,382,1353,0.0207,14.7,0.3904,6,1,5,2786.0,2877.0,3432.714285714286,899.3534185338858,0
2017-05-29,2017-05-29,3325,2457,1913,544,1644,0.0404,10.9,0.4038,0,0,5,4172.0,4448.0,3392.714285714286,938.2945014378944,0
2017-05-30,2017-05-30,4086,2909,2298,611,2292,0.0352,11.2,0.3512,1,0,5,4255.0,4525.0,3271.714285714286,873.4215695156914,0
2017-05-31,2017-05-31,3716,2667,2069,598,2592,0.033,12.0,0.3347,2,0,5,4154.0,4533.0,3247.5714285714284,843.5363768372024,0
2017-06-01,2017-06-01,3702,2639,2103,536,3071,0.0692,5.1,0.3418,3,0,6,3803.0,4431.0,3185.0,778.8589945127097,0
2017-06-02,2017-06-02,2959,2171,1680,491,2186,0.0321,11.0,0.375,4,0,6,2950.0,3456.0,3170.5714285714284,766.3371445047114,0
2017-06-03,2017-06-03,2006,1471,1161,310,1204,0.0379,10.3,0.3426,5,1,6,1909.0,2162.0,3171.8571428571427,765.9128385074192,0
2017-06-04,2017-06-04,2479,1795,1419,376,1934,0.0439,9.0,0.36,6,1,6,2506.0,2786.0,3185.714285714286,739.6852290638592,0
2017-06-05,2017-06-05,3501,2610,2072,538,2227,0.0271,10.6,0.3477,0,0,6,3325.0,4172.0,3181.8571428571427,743.8788943933181,0
2017-06-06,2017-06-06,3985,2922,2361,561,2444,0.0211,16.7,0.45,1,0,6,4086.0,4255.0,3207.0,752.4484478465502,0
2017-06-07,2017-06-07,3920,2913,2314,599,2218,0.0281,13.2,0.2506,2,0,6,3716.0,4154.0,3192.5714285714284,733.5141119167157,0
2017-06-08,2017-06-08,3868,2796,2209,587,1946,0.0408,9.5,0.3572,3,0,6,3702.0,3803.0,3221.714285714286,761.3023302836093,0
2017-06-09,2017-06-09,2921,2101,1660,441,1880,0.0346,13.6,0.4459,4,0,6,2959.0,2950.0,3245.4285714285716,781.0848987450946,0
2017-06-10,2017-06-10,1655,1244,975,269,1284,0.0198,16.8,0.3949,5,1,6,2006.0,1909.0,3240.0,783.5355767289802,0
2017-06-11,2017-06-11,2229,1622,1299,323,1552,0.0237,15.0,0.4141,6,1,6,2479.0,2506.0,3189.8571428571427,880.8553472944116,0
2017-06-12,2017-06-12,3660,2598,2020,578,2346,0.0305,11.6,0.371,0,0,6,3501.0,3325.0,3154.1428571428573,918.7343519885522,0
2017-06-13,2017-06-13,3898,2809,2202,607,2288,0.0363,9.3,0.3369,1,0,6,3985.0,4086.0,3176.8571428571427,930.6276427894376,0
2017-06-14,2017-06-14,3912,2797,2200,597,2918,0.0273,13.4,0.2724,2,0,6,3920.0,3716.0,3164.4285714285716,918.5384871528073,0
2017-06-15,2017-06-15,3604,2624,2029,595,1950,0.0345,12.6,0.376,3,0,6,3868.0,3702.0,3163.285714285714,917.446040972031,0
2017-06-16,2017-06-16,2970,2105,1621,484,2378,0.0218,14.5,0.3431,4,0,6,2921.0,2959.0,3125.5714285714284,888.6219400740498,0
2017-06-17,2017-06-17,1546,1187,957,230,749,0.0292,14.5,0.3584,5,1,6,1655.0,2006.0,3132.5714285714284,886.9332664003729,0
2017-06-18,2017-06-18,1944,1465,1146,319,1106,0.0168,15.6,0.3662,6,1,6,2229.0,2479.0,3117.0,917.6235611622097,0
2017-06-19,2017-06-19,3608,2493,1959,534,1892,0.0357,9.8,0.4388,0,0,6,3660.0,3501.0,3076.285714285714,968.5022309879245,0
2017-06-20,2017-06-20,3514,2472,1905,567,2218,0.0238,15.5,0.4669,1,0,6,3898.0,3985.0,3068.8571428571427,963.4651746986802,0
2017-06-21,2017-06-21,3344,2475,1915,560,2699,0.04,12.2,0.3794,2,0,6,3912.0,3920.0,3014.0,918.2592226599281,0
2017-06-22,2017-06-22,3292,2351,1824,527,2482,0.021,17.9,0.3522,3,0,6,3604.0,3868.0,2932.8571428571427,848.0965803042865,0
2017-06-23,2017-06-23,2469,1850,1445,405,2136,0.0268,10.0,0.3325,4,0,6,2970.0,2921.0,2888.285714285714,814.4785068344368,0
2017-06-24,2017-06-24,1296,925,702,223,1198,0.0123,18.0,0.4132,5,1,6,1546.0,1655.0,2816.714285714286,828.0013515056927,0
2017-06-25,2017-06-25,1546,1071,811,260,709,0.0296,13.2,0.464,6,1,6,1944.0,2229.0,2781.0,894.6550545694594,0
2017-06-26,2017-06-26,2948,1998,1528,470,1921,0.0415,9.8,0.365,0,0,6,3608.0,3660.0,2724.1428571428573,966.4775266522367,0
2017-06-27,2017-06-27,3077,2190,1690,500,1825,0.0387,10.3,0.2764,1,0,6,3514.0,3898.0,2629.8571428571427,895.4656942193961,0
2017-06-28,2017-06-28,3028,2145,1649,496,2638,0.0361,10.8,0.4016,2,0,6,3344.0,3912.0,2567.4285714285716,836.8691369509141,0
2017-06-29,2017-06-29,2738,1976,1474,502,1440,0.0352,13.2,0.4178,3,0,6,3292.0,3604.0,2522.285714285714,795.4974783713985,0
2017-06-30,2017-06-30,2147,1478,1087,391,1895,0.0254,13.9,0.3195,4,0,6,2469.0,2970.0,2443.1428571428573,731.109300668392,0
2017-07-01,2017-07-01,1277,903,675,228,1334,0.0391,11.0,0.4014,5,1,7,1296.0,1546.0,2397.1428571428573,739.295256437164,0
2017-07-02,2017-07-02,1606,1142,879,263,1921,0.0227,12.5,0.4089,6,1,7,1546.0,1944.0,2394.4285714285716,744.0315533503725,0
2017-07-03,2017-07-03,2504,1726,1296,430,1604,0.0171,18.6,0.3772,0,0,7,2948.0,3608.0,2403.0,732.8906239451303,0
2017-07-04,2017-07-04,2218,1566,1217,349,1868,0.0138,17.5,0.3511,1,0,7,3077.0,3514.0,2339.5714285714284,696.1544026873408,0
2017-07-05,2017-07-05,3024,2149,1681,468,3015,0.0282,13.1,0.4157,2,0,7,3028.0,3344.0,2216.8571428571427,615.5421535988895,0
2017-07-06,2017-07-06,2951,2047,1555,492,1809,0.0321,11.9,0.3586,3,0,7,2738.0,3292.0,2216.285714285714,614.6648719114512,0
2017-07-07,2017-07-07,2401,1693,1310,383,1087,0.0315,12.5,0.3207,4,0,7,2147.0,2469.0,2246.714285714286,649.1039244696651,0
2017-07-08,2017-07-08,1242,891,700,191,202,0.0272,14.6,0.3109,5,1,7,1277.0,1296.0,2283.0,649.6999307372719,0
2017-07-09,2017-07-09,1511,1172,938,234,1413,0.0349,9.5,0.4431,6,1,7,1606.0,1546.0,2278.0,658.8032078448637,1
2017-07-10,2017-07-10,2934,2062,1619,443,1291,0.0337,11.0,0.4005,0,0,7,2504.0,2948.0,2264.4285714285716,675.7151414471696,0
2017-07-11,2017-07-11,3003,2140,1663,477,1940,0.0467,6.7,0.3781,1,0,7,2218.0,3077.0,2325.8571428571427,719.2661604189547,0
2017-07-12,2017-07-12,3073,2192,1710,482,2309,0.0368,12.9,0.3557,2,0,7,3024.0,3028.0,2438.0,759.7060835174016,0
2017-07-13,2017-07-13,2933,2043,1550,493,2118,0.0267,13.8,0.3536,3,0,7,2951.0,2738.0,2445.0,766.2034107641929,0
2017-07-14,2017-07-14,2468,1710,1287,423,1915,0.0334,10.6,0.3366,4,0,7,2401.0,2147.0,2442.4285714285716,764.249927956142,0
2017-07-15,2017-07-15,1355,892,689,203,1116,0.0308,17.5,0.3757,5,1,7,1242.0,1277.0,2452.0,764.0641334338471,0
2017-07-16,2017-07-16,1553,1122,891,231,1666,0.0357,8.9,0.3044,6,1,7,1511.0,1606.0,2468.1428571428573,734.8751432661822,0
2017-07-17,2017-07-17,2902,1954,1479,475,1643,0.0439,7.4,0.3455,0,0,7,2934.0,2504.0,2474.1428571428573,725.8742840123846,0
2017-07-18,2017-07-18,2899,2109,1591,518,1751,0.0254,12.5,0.3629,1,0,7,3003.0,2218.0,2469.5714285714284,722.5888312502725,0
2017-07-19,2017-07-19,2986,2032,1584,448,1769,0.0259,15.0,0.3996,2,0,7,3073.0,3024.0,2454.714285714286,710.765482721683,0
2017-07-20,2017-07-20,2964,2031,1571,460,2396,0.0257,16.9,0.3733,3,0,7,2933.0,2951.0,2442.285714285714,698.8122576404818,0
2017-07-21,2017-07-21,2433,1609,1214,395,2082,0.0392,10.7,0.4135,4,0,7,2468.0,2401.0,2446.714285714286,702.5286979395128,0
2017-07-22,2017-07-22,1280,923,725,198,1159,0.0376,16.0,0.4493,5,1,7,1355.0,1242.0,2441.714285714286,702.4765035894466,0
2017-07-23,2017-07-23,1603,1170,909,261,1660,0.0196,12.5,0.4337,6,1,7,1553.0,1511.0,2431.0,722.1112564326098,0
2017-07-24,2017-07-24,3154,2214,1726,488,1715,0.0371,11.2,0.392,0,0,7,2902.0,2934.0,2438.1428571428573,712.1576203274749,0
2017-07-25,2017-07-25,3084,2148,1666,482,2808,0.0244,14.4,0.374,1,0,7,2899.0,3003.0,2474.1428571428573,745.1204440830301,0
2017-07-26,2017-07-26,2983,1925,1490,435,2686,0.0253,13.8,0.3346,2,0,7,2986.0,3073.0,2500.5714285714284,765.6979076073679,0
2017-07-27,2017-07-27,2849,1908,1440,468,2284,0.0483,7.1,0.4065,3,0,7,2964.0,2933.0,2500.1428571428573,765.3816974929297,0
2017-07-28,2017-07-28,2420,1538,1150,388,2426,0.0194,16.6,0.4498,4,0,7,2433.0,2468.0,2483.714285714286,754.9286311269786,0
2017-07-29,2017-07-29,1300,895,712,183,329,0.0318,17.0,0.408,5,1,7,1280.0,1355.0,2481.8571428571427,755.0901554497705,0
2017-07-30,2017-07-30,1526,1112,863,249,927,0.0397,10.7,0.4697,6,1,7,1603.0,1553.0,2484.714285714286,749.8039108739835,0
2017-07-31,2017-07-31,2872,1978,1481,497,1711,0.0297,13.1,0.3136,0,0,7,3154.0,2902.0,2473.714285714286,765.2996611972249,0
2017-08-01,2017-08-01,2914,1957,1463,494,2320,0.036,13.3,0.3283,1,0,8,3084.0,2899.0,2433.4285714285716,730.1351146974794,0
2017-08-02,2017-08-02,2843,1994,1536,458,1566,0.0229,12.7,0.4112,2,0,8,2983.0,2986.0,2409.1428571428573,707.3613948026557,0
2017-08-03,2017-08-03,2649,1894,1447,447,2164,0.0301,10.3,0.3893,3,0,8,2849.0,2964.0,2389.1428571428573,690.2029722169838,0
2017-08-04,2017-08-04,2042,1478,1150,328,2018,0.0259,10.3,0.4392,4,0,8,2420.0,2433.0,2360.5714285714284,671.8908287172115,0
2017-08-05,2017-08-05,1225,901,681,220,1221,0.027,12.7,0.3942,5,1,8,1300.0,1280.0,2306.5714285714284,681.4405958807424,0
2017-08-06,2017-08-06,1562,1045,792,253,1274,0.0253,16.2,0.3555,6,1,8,1526.0,1603.0,2295.8571428571427,700.2350625733893,0
2017-08-07,2017-08-07,2751,1823,1398,425,1532,0.0292,13.6,0.3686,0,0,8,2872.0,3154.0,2301.0,693.7405855217175,0
2017-08-08,2017-08-08,2634,1868,1415,453,1513,0.0357,10.9,0.3161,1,0,8,2914.0,3084.0,2283.714285714286,678.4815679849038,0
2017-08-09,2017-08-09,2704,1961,1511,450,2396,0.0203,14.3,0.3318,2,0,8,2843.0,2983.0,2243.714285714286,642.4255376528761,0
2017-08-10,2017-08-10,2670,1864,1463,401,2186,0.1065,3.3,0.418,3,0,8,2649.0,2849.0,2223.8571428571427,622.6586621286377,0
2017-08-11,2017-08-11,2073,1498,1121,377,1474,0.0262,15.8,0.4208,4,0,8,2042.0,2420.0,2226.8571428571427,625.0942405140404,0
2017-08-12,2017-08-12,1240,888,669,219,786,0.0526,7.5,0.4095,5,1,8,1225.0,1300.0,2231.285714285714,623.6745182881214,0
2017-08-13,2017-08-13,1530,1076,811,265,329,0.0238,11.5,0.321,6,1,8,1562.0,1526.0,2233.4285714285716,619.6536282857018,0
2017-08-14,2017-08-14,2392,1704,1346,358,1267,0.0444,8.7,0.3668,0,0,8,2751.0,2872.0,2228.8571428571427,625.5228289389805,0
2017-08-15,2017-08-15,2675,1846,1471,375,2642,0.0402,8.0,0.3282,1,0,8,2634.0,2914.0,2177.5714285714284,589.2429768052406,0
2017-08-16,2017-08-16,2755,1911,1436,475,1417,0.0236,15.4,0.4254,2,0,8,2704.0,2843.0,2183.4285714285716,594.7144572938355,0
2017-08-17,2017-08-17,2608,1824,1421,403,1910,0.0385,10.6,0.3551,3,0,8,2670.0,2649.0,2190.714285714286,602.4172735144527,0
2017-08-18,2017-08-18,2163,1521,1163,358,1951,0.0297,13.3,0.3397,4,0,8,2073.0,2042.0,2181.8571428571427,594.6011067854581,0
2017-08-19,2017-08-19,1304,951,743,208,492,0.0264,12.6,0.3951,5,1,8,1240.0,1225.0,2194.714285714286,592.8253577251232,0
2017-08-20,2017-08-20,1969,1419,1156,263,1497,0.0283,13.8,0.3601,6,1,8,1530.0,1562.0,2203.8571428571427,575.8991313796411,0
2017-08-21,2017-08-21,2985,2069,1575,494,2453,0.0244,12.0,0.4353,0,0,8,2392.0,2751.0,2266.5714285714284,510.4739161285663,0
2017-08-22,2017-08-22,3087,2259,1772,487,2148,0.053,7.8,0.3435,1,0,8,2675.0,2634.0,2351.285714285714,579.3204968713376,0
2017-08-23,2017-08-23,3047,2147,1704,443,3265,0.0255,14.8,0.3168,2,0,8,2755.0,2704.0,2410.1428571428573,635.8601598285255,0
2017-08-24,2017-08-24,2961,2026,1600,426,1395,0.0424,10.3,0.287,3,0,8,2608.0,2670.0,2451.8571428571427,670.8686976777383,0
2017-08-25,2017-08-25,2293,1589,1257,332,2055,0.0469,7.4,0.3813,4,0,8,2163.0,2073.0,2502.285714285714,697.3083283325387,0
2017-08-26,2017-08-26,1261,934,751,183,897,0.0307,11.5,0.3715,5,1,8,1304.0,1240.0,2520.8571428571427,688.4408540490783,0
2017-08-27,2017-08-27,1676,1211,983,228,1543,0.0195,17.1,0.3313,6,1,8,1969.0,1530.0,2514.714285714286,701.1822669096719,0
2017-08-28,2017-08-28,1786,1287,1005,282,1481,0.0304,15.1,0.437,0,0,8,2985.0,2392.0,2472.8571428571427,746.4709033336962,0
2017-08-29,2017-08-29,3252,2310,1845,465,1956,0.0323,10.6,0.3989,1,0,8,3087.0,2675.0,2301.5714285714284,746.9296836924931,0
2017-08-30,2017-08-30,3082,2179,1741,438,2232,0.0388,10.7,0.3724,2,0,8,3047.0,2755.0,2325.1428571428573,777.8121942498876,0
2017-08-31,2017-08-31,2721,1963,1579,384,1164,0.0328,11.0,0.4334,3,0,8,2961.0,2608.0,2330.1428571428573,783.3188853784209,0
2017-09-01,2017-09-01,2217,1583,1235,348,1824,0.0118,18.5,0.4105,4,0,9,2293.0,2163.0,2295.8571428571427,755.8759661415963,0
2017-09-02,2017-09-02,1271,908,730,178,1092,0.0252,13.9,0.3607,5,1,9,1261.0,1304.0,2285.0,756.469430975248,0
2017-09-03,2017-09-03,1742,1197,958,239,1532,0.0224,13.8,0.3464,6,1,9,1676.0,1969.0,2286.4285714285716,754.2194325134881,0
2017-09-04,2017-09-04,2293,1704,1380,324,2055,0.0259,15.3,0.416,0,0,9,1786.0,2985.0,2295.8571428571427,745.680769179295,0
2017-09-05,2017-09-05,3155,2289,1818,471,2334,0.0252,12.4,0.3889,1,0,9,3252.0,3087.0,2368.285714285714,711.7550407937083,0
2017-09-06,2017-09-06,3159,2320,1882,438,2249,0.0396,10.9,0.3796,2,0,9,3082.0,3047.0,2354.4285714285716,692.3625873637077,0
2017-09-07,2017-09-07,3054,2243,1777,466,1770,0.0339,11.1,0.3393,3,0,9,2721.0,2961.0,2365.4285714285716,706.3195351356927,0
2017-09-08,2017-09-08,2440,1848,1488,360,1441,0.0314,11.9,0.4058,4,0,9,2217.0,2293.0,2413.0,744.4440878937888,0
2017-09-09,2017-09-09,1532,1108,924,184,1616,0.0342,12.5,0.3604,5,1,9,1271.0,1261.0,2444.8571428571427,739.4131521171533,0
2017-09-10,2017-09-10,2247,1657,1366,291,2176,0.032,14.4,0.379,6,1,9,1742.0,1676.0,2482.1428571428573,674.045851202887,0
2017-09-11,2017-09-11,3570,2496,2033,463,2359,0.0329,11.6,0.4271,0,0,9,2293.0,1786.0,2554.285714285714,605.127456074547,0
2017-09-12,2017-09-12,3524,2540,2075,465,2443,0.0246,13.7,0.3415,1,0,9,3155.0,3252.0,2736.714285714286,698.5126375105312,0
2017-09-13,2017-09-13,3471,2473,2040,433,2029,0.025,11.3,0.3048,2,0,9,3159.0,3082.0,2789.4285714285716,747.5430549791984,0
2017-09-14,2017-09-14,3303,2415,1974,441,2752,0.0291,11.8,0.328,3,0,9,3054.0,2721.0,2834.0,781.7687211275128,0
2017-09-15,2017-09-15,2560,1867,1519,348,2070,0.0576,5.9,0.4202,4,0,9,2440.0,2217.0,2869.5714285714284,798.9240383463451,0
2017-09-16,2017-09-16,1470,1090,912,178,1878,0.0261,15.4,0.4024,5,1,9,1532.0,1271.0,2886.714285714286,789.4009784399295,0
2017-09-17,2017-09-17,2234,1715,1446,269,1242,0.0275,13.3,0.378,6,1,9,2247.0,1742.0,2877.8571428571427,807.2796765622738,0
2017-09-18,2017-09-18,3504,2596,2123,473,2261,0.0305,14.5,0.3479,0,0,9,3570.0,2293.0,2876.0,808.9859908140231,0
2017-09-19,2017-09-19,3984,2840,2382,458,2814,0.1334,2.4,0.3831,1,0,9,3524.0,3155.0,2866.5714285714284,799.8828783313419,0
2017-09-20,2017-09-20,3746,2660,2188,472,2827,0.0223,17.7,0.3312,2,0,9,3471.0,3159.0,2932.285714285714,877.9788748950158,0
2017-09-21,2017-09-21,3524,2667,2143,524,2339,0.0406,11.0,0.381,3,0,9,3303.0,3054.0,2971.5714285714284,911.6099050842042,0
2017-09-22,2017-09-22,2639,1944,1591,353,1505,0.0273,15.4,0.3487,4,0,9,2560.0,2440.0,3003.1428571428573,928.6684784448945,0
2017-09-23,2017-09-23,1523,1178,975,203,1488,0.0396,9.4,0.3547,5,1,9,1470.0,1532.0,3014.4285714285716,922.8473794264675,0
2017-09-24,2017-09-24,2425,1809,1521,288,2005,0.0249,14.0,0.355,6,1,9,2234.0,2247.0,3022.0,908.1649996926106,0
2017-09-25,2017-09-25,3671,2705,2202,503,2153,0.042,8.2,0.3515,0,0,9,3504.0,3570.0,3049.285714285714,883.066195005741,0
2017-09-26,2017-09-26,3669,2780,2306,474,3061,0.0353,9.5,0.3648,1,0,9,3984.0,3524.0,3073.1428571428573,899.5012374591201,0
2017-09-27,2017-09-27,3537,2657,2211,446,2901,0.0204,17.3,0.378,2,0,9,3746.0,3471.0,3028.1428571428573,853.0166916247822,0
2017-09-28,2017-09-28,3413,2507,2048,459,2407,0.0384,11.0,0.219,3,0,9,3524.0,3303.0,2998.285714285714,826.962456682235,0
2017-09-29,2017-09-29,2699,1902,1554,348,1925,0.0296,12.6,0.3449,4,0,9,2639.0,2560.0,2982.4285714285716,816.1958215083142,0
2017-09-30,2017-09-30,1829,1289,1058,231,1554,0.0193,15.1,0.3719,5,1,9,1523.0,1470.0,2991.0,812.2938712888003,0
2017-10-01,2017-10-01,2379,1812,1507,305,1342,0.0375,13.6,0.4431,6,1,10,2425.0,2234.0,3034.714285714286,723.5066722304069,0
2017-10-02,2017-10-02,3637,2669,2221,448,2510,0.0339,11.9,0.3231,0,0,10,3671.0,3504.0,3028.1428571428573,730.1459736635926,0
2017-10-03,2017-10-03,3775,2787,2253,534,1726,0.0241,12.4,0.3723,1,0,10,3669.0,3984.0,3023.285714285714,725.2534532345118,0
2017-10-04,2017-10-04,3572,2731,2245,486,2806,0.0192,18.8,0.429,2,0,10,3537.0,3746.0,3038.4285714285716,741.8982089080449,0
2017-10-05,2017-10-05,3605,2695,2230,465,1853,0.0347,11.2,0.3139,3,0,10,3413.0,3524.0,3043.4285714285716,745.9253441515656,0
2017-10-06,2017-10-06,2774,2078,1670,408,2543,0.0394,12.5,0.3932,4,0,10,2699.0,2639.0,3070.8571428571427,765.0643608158,0
2017-10-07,2017-10-07,1780,1354,1106,248,1169,0.0196,15.7,0.3557,5,1,10,1829.0,1523.0,3081.5714285714284,759.4936596493952,0
2017-10-08,2017-10-08,2469,1884,1571,313,1660,0.0305,15.4,0.36,6,1,10,2379.0,2425.0,3074.5714285714284,773.0668054665769,0
2017-10-09,2017-10-09,3881,2869,2348,521,2404,0.0334,14.9,0.3316,0,0,10,3637.0,3671.0,3087.4285714285716,760.2120005066338,0
2017-10-10,2017-10-10,3767,2785,2296,489,2466,0.0261,13.3,0.3358,1,0,10,3775.0,3669.0,3122.285714285714,794.4343300499525,0
2017-10-11,2017-10-11,4082,2924,2335,589,3352,0.0464,7.7,0.4733,2,0,10,3572.0,3537.0,3121.1428571428573,793.3438574732197,0
2017-10-12,2017-10-12,4047,2768,2240,528,1767,0.0194,16.1,0.397,3,0,10,3605.0,3413.0,3194.0,862.0889358606482,0
2017-10-13,2017-10-13,2877,2114,1706,408,2519,0.0436,8.3,0.4209,4,0,10,2774.0,2699.0,3257.1428571428573,911.9542072881112,0
2017-10-14,2017-10-14,2073,1559,1298,261,1625,0.0292,13.2,0.4052,5,1,10,1780.0,1829.0,3271.8571428571427,903.6526671554474,0
2017-10-15,2017-10-15,2759,2066,1739,327,1449,0.0425,9.6,0.3116,6,1,10,2469.0,2379.0,3313.714285714286,826.5274172273912,0
2017-10-16,2017-10-16,3817,2880,2344,536,2184,0.0398,11.1,0.3813,0,0,10,3881.0,3637.0,3355.1428571428573,783.2663294545177,0
2017-10-17,2017-10-17,3949,2930,2402,528,3369,0.0278,12.2,0.4075,1,0,10,3767.0,3775.0,3346.0,776.4489680590801,0
2017-10-18,2017-10-18,3867,2896,2395,501,2268,0.0215,12.3,0.3297,2,0,10,4082.0,3572.0,3372.0,795.7045096432952,0
2017-10-19,2017-10-19,3621,2582,2119,463,2026,0.0304,12.7,0.4068,3,0,10,4047.0,3605.0,3341.285714285714,767.3759865684585,0
2017-10-20,2017-10-20,2978,2220,1772,448,2528,0.0253,16.7,0.4035,4,0,10,2877.0,2774.0,3280.4285714285716,717.3420516375921,0
2017-10-21,2017-10-21,1992,1434,1158,276,1573,0.0297,13.7,0.4617,5,1,10,2073.0,1780.0,3294.8571428571427,708.8404683169692,0
2017-10-22,2017-10-22,2851,2142,1779,363,1616,0.0327,11.1,0.3591,6,1,10,2759.0,2469.0,3283.285714285714,732.3812109108541,0
2017-10-23,2017-10-23,4390,3177,2651,526,3070,0.0287,13.9,0.3137,0,0,10,3817.0,3881.0,3296.4285714285716,722.1587676642141,0
2017-10-24,2017-10-24,3886,2938,2406,532,2248,0.034,14.9,0.3496,1,0,10,3949.0,3767.0,3378.285714285714,817.2188026646116,0
2017-10-25,2017-10-25,3424,2477,2017,460,2801,0.0491,7.8,0.4283,2,0,10,3867.0,4082.0,3369.285714285714,810.2027964828197,0
2017-10-26,2017-10-26,4207,3087,2561,526,3290,0.0282,12.9,0.2859,3,0,10,3621.0,4047.0,3306.0,781.6446336624745,0
2017-10-27,2017-10-27,3345,2478,1984,494,2522,0.0259,13.7,0.286,4,0,10,2978.0,2877.0,3389.714285714286,849.4438797012518,0
2017-10-28,2017-10-28,2128,1567,1277,290,1670,0.0327,11.4,0.3881,5,1,10,1992.0,2073.0,3442.1428571428573,830.9210609461161,0
2017-10-29,2017-10-29,2205,1637,1319,318,2279,0.0324,16.4,0.3655,6,1,10,2851.0,2759.0,3461.5714285714284,792.0431084949197,0
2017-10-30,2017-10-30,4091,2999,2453,546,2790,0.0346,10.7,0.3623,0,0,10,4390.0,3817.0,3369.285714285714,904.6685791466664,0
2017-10-31,2017-10-31,4223,3143,2555,588,2403,0.0332,11.5,0.3991,1,0,10,3886.0,3949.0,3326.5714285714284,854.0875944817543,0
2017-11-01,2017-11-01,4361,3147,2554,593,3144,0.0337,10.5,0.3363,2,0,11,3424.0,3867.0,3374.714285714286,899.184206987227,0
2017-11-02,2017-11-02,4263,3103,2513,590,3736,0.0399,11.1,0.2835,3,0,11,4207.0,3621.0,3508.5714285714284,974.3459100242384,0
2017-11-03,2017-11-03,3341,2397,1903,494,1901,0.055,8.2,0.4541,4,0,11,3345.0,2978.0,3516.5714285714284,981.2417060614039,0
2017-11-04,2017-11-04,2278,1634,1307,327,1477,0.0495,7.8,0.342,5,1,11,2128.0,1992.0,3516.0,981.3594312652943,0
2017-11-05,2017-11-05,3097,2299,1888,411,2316,0.0243,16.6,0.3301,6,1,11,2205.0,2851.0,3537.4285714285716,947.0378128921925,0
2017-11-06,2017-11-06,4185,3113,2538,575,2829,0.0439,8.5,0.406,0,0,11,4091.0,4390.0,3664.8571428571427,783.8185224849457,0
2017-11-07,2017-11-07,4477,3341,2689,652,2646,0.0348,7.9,0.3419,1,0,11,4223.0,3886.0,3678.285714285714,793.0865262348397,0
2017-11-08,2017-11-08,4354,3227,2579,648,3409,0.0828,4.4,0.3564,2,0,11,4361.0,3424.0,3714.5714285714284,827.2375428986277,0
2017-11-09,2017-11-09,4194,3005,2401,604,3785,0.0418,9.1,0.3805,3,0,11,4263.0,4207.0,3713.5714285714284,826.3296067838944,0
2017-11-10,2017-11-10,3240,2319,1833,486,2320,0.0505,7.6,0.416,4,0,11,3341.0,3345.0,3703.714285714286,819.0628210106423,0
2017-11-11,2017-11-11,2424,1613,1283,330,1354,0.0197,17.1,0.3675,5,1,11,2278.0,2128.0,3689.285714285714,827.3648357457419,0
2017-11-12,2017-11-12,3168,2309,1853,456,1576,0.0246,14.8,0.4347,6,1,11,3097.0,2205.0,3710.1428571428573,786.6988895741175,0
2017-11-13,2017-11-13,4709,3433,2784,649,3292,0.0408,8.7,0.2676,0,0,11,4185.0,4091.0,3720.285714285714,777.8844632046874,0
2017-11-14,2017-11-14,4634,3373,2727,646,3582,0.0277,17.7,0.3868,1,0,11,4477.0,4223.0,3795.1428571428573,851.7625703155088,0
2017-11-15,2017-11-15,4545,3345,2681,664,3273,0.0262,13.9,0.3225,2,0,11,4354.0,4361.0,3817.5714285714284,874.4739098724585,0
2017-11-16,2017-11-16,4532,3332,2693,639,3074,0.0485,9.9,0.413,3,0,11,4194.0,4263.0,3844.8571428571427,896.6988399255431,0
2017-11-17,2017-11-17,3317,2508,2018,490,2056,0.0883,4.0,0.3767,4,0,11,3240.0,3341.0,3893.1428571428573,927.2141839171506,0
